,title,release_year,locations,Input Name,Best Guess,Unnamed: 0,index,eas_baseid,address,address_number,street_name,street_type,zip_code,cnn,longitude,latitude,point,supdist,supdistpad,numbertext,nhood,data_as_of,data_loaded_at,address_number_suffix,complete_landmark_name,release_decade
1547,Joy Luck Club,1993,901 union street,901 union street,901 union st,217758.0,2758.0,476616.0,901 union st,901.0,union,st,94133.0,12853000.0,-122.41434001,37.79961877,"{'type': 'Point', 'coordinates': [-122.41434001, 37.799618769]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Russian Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,1990
1548,Sneakers,1992,the embarcadero,the embarcadero,0 the embarcadero,21.0,21.0,481023.0,0 the embarcadero,0.0,embarcadero,,94105.0,12549201.0,-122.38636372,37.78812404,"{'type': 'Point', 'coordinates': [-122.386363719, 37.78812404]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,1990
1549,Jade,1995,palace of fine arts,palace of fine arts,Empty,,,,,,,,,,,,,,,,nan,,,,,1990
1550,Dream with the Fishes,1997,bay bridge,bay bridge,55 ridge ln,178785.0,3785.0,413406.0,55 ridge ln,55.0,ridge,ln,94112.0,11020000.0,-122.44953724,37.71795646,"{'type': 'Point', 'coordinates': [-122.449537243, 37.717956463]}",SUPERVISORIAL DISTRICT 11,11.0,ELEVEN,Oceanview/Merced/Ingleside,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,1990
1551,Star Trek IV: The Voyage Home,1986,intersection of grant & fresno streets (north beach),intersection of grant & fresno streets (north beach),15 fresno st,48641.0,3641.0,278526.0,15 fresno st,15.0,fresno,st,94133.0,5865000.0,-122.40592886,37.79853724,"{'type': 'Point', 'coordinates': [-122.405928861, 37.798537245]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,North Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1980
1552,Petulia,1968,307 filbert street,307 filbert street,307 filbert st,124309.0,4309.0,277581.0,307 filbert st,307.0,filbert,st,94133.0,5494001.0,-122.40498023,37.80170836,"{'type': 'Point', 'coordinates': [-122.404980232, 37.801708363]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,North Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1960
1553,Alcatraz,2012,taylor st. from broadway to filbert,taylor st. from broadway to filbert,700 e taylor st,196627.0,1627.0,458731.0,700 e taylor st,700.0,taylor,st,94108.0,12437000.0,-122.41178058,37.78904365,"{'type': 'Point', 'coordinates': [-122.41178058, 37.789043647]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,E,,2010
1554,A Taiwanese Tale of Two Cities,2018,texas st at 19th st,texas st at 19th st,126 a texas st,20260.0,260.0,477676.0,126 a texas st,126.0,texas,st,94107.0,12539000.0,-122.3960565,37.76456349,"{'type': 'Point', 'coordinates': [-122.396056498, 37.764563495]}",SUPERVISORIAL DISTRICT 10,10.0,TEN,Potrero Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
1555,Innerspace,1987,"mark hopkins intercontinental hotel (1 nob hill circle, nob hill)","mark hopkins intercontinental hotel (1 nob hill circle, nob hill)",11 hopkins ave,13486.0,3486.0,346600.0,11 hopkins ave,11.0,hopkins,ave,94131.0,7023000.0,-122.4441204,37.75272764,"{'type': 'Point', 'coordinates': [-122.444120403, 37.752727643]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Twin Peaks,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,1980
1556,Milk,2008,golden gate bridge,golden gate bridge,35 golden gate ave,139814.0,4814.0,504218.0,35 golden gate ave,35.0,golden gate,ave,94102.0,6259000.0,-122.41125013,37.78205104,"{'type': 'Point', 'coordinates': [-122.411250124, 37.782051037]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Tenderloin,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,2000
1557,Milk,2008,grace cathedral episcopal church (1100 california street),grace cathedral episcopal church (1100 california street),1100 california st,6858.0,1858.0,458811.0,1100 california st,1100.0,california,st,94108.0,3543000.0,-122.41338323,37.79200776,"{'type': 'Point', 'coordinates': [-122.413383231, 37.792007757]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2000
1558,"Murder in the First, Season 1",2014,dolores park,dolores park,1 dolores ter,74180.0,4180.0,360489.0,1 dolores ter,1.0,dolores,ter,94110.0,4891000.0,-122.42468665,37.76268148,"{'type': 'Point', 'coordinates': [-122.42468665, 37.762681479]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Mission,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2010
1559,Ant-Man and the Wasp,2018,montgomery btwn green and pacific,montgomery btwn green and pacific,845 b montgomery st,213039.0,3039.0,477292.0,845 b montgomery st,845.0,montgomery,st,94133.0,9308000.0,-122.40390055,37.79691392,"{'type': 'Point', 'coordinates': [-122.403900552, 37.796913923]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,B,,2010
1560,Chance Season 2,2017,embarcadero between harrison and folsom st,embarcadero between harrison and folsom st,0 the embarcadero,21.0,21.0,481023.0,0 the embarcadero,0.0,embarcadero,,94105.0,12549201.0,-122.38636372,37.78812404,"{'type': 'Point', 'coordinates': [-122.386363719, 37.78812404]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
1561,Magnum Force,1973,"fairmont hotel (950 mason street, nob hill)","fairmont hotel (950 mason street, nob hill)",950 mason st,221075.0,1075.0,280508.0,950 mason st,950.0,mason,st,94108.0,8812000.0,-122.41067191,37.79217524,"{'type': 'Point', 'coordinates': [-122.410671906, 37.792175242]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1970
1562,Red Diaper Baby,2004,"magic theater (fort mason, golden gate national recreation area)","magic theater (fort mason, golden gate national recreation area)",1521 b golden gate ave,42689.0,2689.0,472328.0,1521 b golden gate ave,1521.0,golden gate,ave,94115.0,6273000.0,-122.43627915,37.77885305,"{'type': 'Point', 'coordinates': [-122.436279145, 37.778853053]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Western Addition,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,B,,2000
1563,Vertigo,1958,mission san juan bautista (2nd & mariposa streets),mission san juan bautista (2nd & mariposa streets),2 juan bautista cir,121576.0,1576.0,492325.0,2 juan bautista cir,2.0,juan bautista,cir,94132.0,7626000.0,-122.47702285,37.71779684,"{'type': 'Point', 'coordinates': [-122.477022849, 37.717796841]}",SUPERVISORIAL DISTRICT 7,7.0,SEVEN,Lakeshore,2025-01-19T03:39:00.000,2025-01-19T10:04:00.630,,,1950
1564,Vertigo,1958,claude lane at bush street,claude lane at bush street,1 claude ln,74139.0,4139.0,497087.0,1 claude ln,1.0,claude,ln,94108.0,4079000.0,-122.40438389,37.78995478,"{'type': 'Point', 'coordinates': [-122.404383885, 37.789954786]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:39:00.000,2025-01-19T10:04:00.630,,,1950
1565,Quitters,2015,clement st. from 6th to 7th ave.,clement st. from 6th to 7th ave.,724 a clement st,199595.0,4595.0,425881.0,724 a clement st,724.0,clement,st,94118.0,4157000.0,-122.46702235,37.78308686,"{'type': 'Point', 'coordinates': [-122.467022353, 37.783086861]}",SUPERVISORIAL DISTRICT 1,1.0,ONE,Inner Richmond,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,A,,2010
1566,Bicentennial Man,1999,treasure island,treasure island,39 treasure island rd,149268.0,4268.0,505515.0,39 treasure island rd,39.0,treasure island,rd,94130.0,14305000.0,-122.37092258,37.81721955,"{'type': 'Point', 'coordinates': [-122.370922579, 37.817219555]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Treasure Island,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,1990
1567,Sense8 - Season 2,2016,"marina morrison bridal, 30 maiden ln.","marina morrison bridal, 30 maiden ln.",301 marina blvd,122659.0,2659.0,282127.0,301 marina blvd,301.0,marina,blvd,94123.0,8704101.0,-122.43770433,37.80614631,"{'type': 'Point', 'coordinates': [-122.437704329, 37.806146309]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Marina,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
1568,Twisted,2004,piers 30-32,piers 30-32,Empty,,,,,,,,,,,,,,,,nan,,,,,2000
1569,Chance Season 2,2017,coit tower,coit tower,Empty,,,,,,,,,,,,,,,,nan,,,,,2010
1570,"Play it Again, Sam",1972,"the music concourse (martin luther king, jr. drive, golden gate park)","the music concourse (martin luther king, jr. drive, golden gate park)",55 music concourse dr,178731.0,3731.0,483130.0,55 music concourse dr,55.0,music concourse,dr,94118.0,4324002.0,-122.46630274,37.77005418,"{'type': 'Point', 'coordinates': [-122.466302735, 37.770054176]}",SUPERVISORIAL DISTRICT 7,7.0,SEVEN,Golden Gate Park,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,California Academy of Sciences,1970
1571,Alive,2020,palace of fine arts,palace of fine arts,Empty,,,,,,,,,,,,,,,,nan,,,,,2020
1572,The Phone/Jexi,2019,"grid around financial district, soma","grid around financial district, soma",1 ina ct,74271.0,4271.0,388980.0,1 ina ct,1.0,ina,ct,94112.0,7182000.0,-122.42432421,37.72377167,"{'type': 'Point', 'coordinates': [-122.424324209, 37.72377167]}",SUPERVISORIAL DISTRICT 11,11.0,ELEVEN,Excelsior,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2010
1573,Looking Season 2 ep 209,2015,68 division street,68 division street,68 division st,195425.0,425.0,470960.0,68 division st,68.0,division,st,94107.0,4837000.0,-122.40280583,37.77029013,"{'type': 'Point', 'coordinates': [-122.402805831, 37.770290135]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Mission Bay,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
1574,The Presidio,1988,900 block of grant avenue (chinatown),900 block of grant avenue (chinatown),900 grant ave,217578.0,2578.0,279787.0,900 grant ave,900.0,grant,ave,94108.0,6396000.0,-122.40640093,37.7952694,"{'type': 'Point', 'coordinates': [-122.406400928, 37.795269397]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Chinatown,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1980
1575,Godzilla,2014,pier 7 (the embarcadero),pier 7 (the embarcadero),0 the embarcadero,21.0,21.0,481023.0,0 the embarcadero,0.0,embarcadero,,94105.0,12549201.0,-122.38636372,37.78812404,"{'type': 'Point', 'coordinates': [-122.386363719, 37.78812404]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
1576,"Murder in the First, Season 2",2015,columbus avenue between washington and bay streets,columbus avenue between washington and bay streets,738 a washington st,201487.0,1487.0,476781.0,738 a washington st,738.0,washington,st,94108.0,13411000.0,-122.4057807,37.79548406,"{'type': 'Point', 'coordinates': [-122.405780694, 37.79548406]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
1577,Blue Jasmine,2013,grant & washington st.,grant & washington st.,738 a washington st,201487.0,1487.0,476781.0,738 a washington st,738.0,washington,st,94108.0,13411000.0,-122.4057807,37.79548406,"{'type': 'Point', 'coordinates': [-122.405780694, 37.79548406]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
1578,Experiment in Terror,1962,"sheraton palace hotel (2 montgomery street, financial district)","sheraton palace hotel (2 montgomery street, financial district)",845 a montgomery st,213033.0,3033.0,473820.0,845 a montgomery st,845.0,montgomery,st,94133.0,9308000.0,-122.40390055,37.79691392,"{'type': 'Point', 'coordinates': [-122.403900552, 37.796913923]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1960
1579,Sweet November,2001,chrissy field,chrissy field,Empty,,,,,,,,,,,,,,,,nan,,,,,2000
1580,Foul Play,1978,sutter & baker streets,sutter & baker streets,1 sutter st,74517.0,4517.0,453115.0,1 sutter st,1.0,sutter,st,94104.0,12316000.0,-122.4007831,37.7900566,"{'type': 'Point', 'coordinates': [-122.400783096, 37.790056599]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,1970
1581,"Smile Again, Jenny Lee",2015,"fairmont hotel (950 mason street, nob hill)","fairmont hotel (950 mason street, nob hill)",950 mason st,221075.0,1075.0,280508.0,950 mason st,950.0,mason,st,94108.0,8812000.0,-122.41067191,37.79217524,"{'type': 'Point', 'coordinates': [-122.410671906, 37.792175242]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
1582,Twisted,2004,"mccovey point, china basin park (24 willy mays plaza)","mccovey point, china basin park (24 willy mays plaza)",325 china basin st,130036.0,36.0,469793.0,325 china basin st,325.0,china basin,st,94158.0,15024000.0,-122.38743966,37.77203182,"{'type': 'Point', 'coordinates': [-122.387439662, 37.772031819]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Mission Bay,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2000
1583,"Murder in the First, Season 1",2014,50 california street,50 california street,50 california st,169877.0,4877.0,280431.0,50 california st,50.0,california,st,94111.0,3524000.0,-122.39734769,37.7940532,"{'type': 'Point', 'coordinates': [-122.397347692, 37.794053198]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
1584,The Matrix Resurrections,2021,"the avery, 488 folsom","the avery, 488 folsom",488 folsom st,166954.0,1954.0,493285.0,488 folsom st,488.0,folsom,st,94105.0,5656000.0,-122.39437528,37.78790423,"{'type': 'Point', 'coordinates': [-122.394375283, 37.787904233]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Financial District/South Beach,2025-01-19T03:39:00.000,2025-01-19T10:04:00.630,,,2020
1585,The Diary of a Teenage Girl,2015,polk and northpoint st.,polk and northpoint st.,1225 northpoint dr,16009.0,1009.0,483503.0,1225 northpoint dr,1225.0,northpoint,dr,94130.0,14187000.0,-122.37483737,37.83019284,"{'type': 'Point', 'coordinates': [-122.374837366, 37.83019284]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Treasure Island,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
1586,Alcatraz,2012,filbert st. from jones to mason,filbert st. from jones to mason,201 filbert st,75752.0,752.0,277588.0,201 filbert st,201.0,filbert,st,94133.0,5491000.0,-122.40320484,37.80194173,"{'type': 'Point', 'coordinates': [-122.403204836, 37.801941732]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,North Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
1587,Pushing Dead,2016,2930 3rd street,2930 3rd street,Empty,,,,,,,,,,,,,,,,nan,,,,,2010
1588,The Wedding Planner,2001,grace cathedral episcopal church (1100 california street),grace cathedral episcopal church (1100 california street),1100 california st,6858.0,1858.0,458811.0,1100 california st,1100.0,california,st,94108.0,3543000.0,-122.41338323,37.79200776,"{'type': 'Point', 'coordinates': [-122.413383231, 37.792007757]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2000
1589,I's,2011,1 post street,1 post street,1 post st,74415.0,4415.0,446891.0,1 post st,1.0,post,st,94104.0,10624001.0,-122.40257457,37.78877874,"{'type': 'Point', 'coordinates': [-122.402574568, 37.788778738]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
1590,Star Trek IV: The Voyage Home,1986,"west harbor, marina district","west harbor, marina district",888 a marin st,216461.0,1461.0,470567.0,888 a marin st,888.0,marin,st,94124.0,8694000.0,-122.38508134,37.74945834,"{'type': 'Point', 'coordinates': [-122.385081341, 37.749458344]}",SUPERVISORIAL DISTRICT 10,10.0,TEN,Bayview Hunters Point,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1980
1591,Twisted,2004,"red's java house (pier 30-32, the embarcadero)","red's java house (pier 30-32, the embarcadero)",30 the embarcadero,125237.0,237.0,440219.0,30 the embarcadero,30.0,embarcadero,,94105.0,12553103.0,-122.39385371,37.79419169,"{'type': 'Point', 'coordinates': [-122.393853705, 37.794191691]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2000
1592,48 Hours,1982,Empty,Empty,Empty,,,,,,,,,,,,,,,,nan,,,,,1980
1593,High Crimes,2002,391 pennsylvania avenue at 19th street,391 pennsylvania avenue at 19th street,391 pennsylvania ave,147691.0,2691.0,367685.0,391 pennsylvania ave,391.0,pennsylvania,ave,94107.0,10333000.0,-122.39317284,37.76162111,"{'type': 'Point', 'coordinates': [-122.393172843, 37.761621109]}",SUPERVISORIAL DISTRICT 10,10.0,TEN,Potrero Hill,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2000
1594,Shang-Chi and the Legend of the Ten Rings,2021,"bush between jones and powell, mason between pine and sutter","bush between jones and powell, mason between pine and sutter",114 a powell st,10210.0,210.0,456677.0,114 a powell st,114.0,powell,st,94102.0,10676000.0,-122.4077859,37.78586498,"{'type': 'Point', 'coordinates': [-122.407785894, 37.785864978]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2020
1595,Chance- Season 1 ep106,2016,2 rowland,2 rowland,Empty,,,,,,,,,,,,,,,,nan,,,,,2010
1596,Terminator - Genisys,2015,san francisco - oakland bay bridge,san francisco - oakland bay bridge,2 francisco st,121505.0,1505.0,275975.0,2 francisco st,2.0,francisco,st,94111.0,5754000.0,-122.40511883,37.80597054,"{'type': 'Point', 'coordinates': [-122.40511883, 37.805970537]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,North Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
1597,The Dead Pool,1988,mcallister & scott streets (hayes valley),mcallister & scott streets (hayes valley),44 mcallister st,160573.0,573.0,282023.0,44 mcallister st,44.0,mcallister,st,94102.0,8888000.0,-122.41278713,37.78132891,"{'type': 'Point', 'coordinates': [-122.412787129, 37.781328909]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Tenderloin,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1980
1598,Chance- Season 1 ep110,2016,1901 ocean ave. at ashton ave.,1901 ocean ave. at ashton ave.,101 ashton ave,1447.0,1447.0,410859.0,101 ashton ave,101.0,ashton,ave,94132.0,2522000.0,-122.46246854,37.7201434,"{'type': 'Point', 'coordinates': [-122.462468536, 37.720143406]}",SUPERVISORIAL DISTRICT 11,11.0,ELEVEN,Oceanview/Merced/Ingleside,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2010
1599,Blue Jasmine,2013,ocean beach at lincoln,ocean beach at lincoln,411 a lincoln way,152170.0,2170.0,505170.0,411 a lincoln way,411.0,lincoln,way,94122.0,8344101.0,-122.46241634,37.76584818,"{'type': 'Point', 'coordinates': [-122.462416338, 37.765848184]}",SUPERVISORIAL DISTRICT 7,7.0,SEVEN,Inner Sunset,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,A,,2010
1600,The Parent Trap,1998,administration building (treasure island),administration building (treasure island),39 treasure island rd,149268.0,4268.0,505515.0,39 treasure island rd,39.0,treasure island,rd,94130.0,14305000.0,-122.37092258,37.81721955,"{'type': 'Point', 'coordinates': [-122.370922579, 37.817219555]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Treasure Island,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,1990
1601,Heart Beat,1980,san francisco art institute (800 chestnut street),san francisco art institute (800 chestnut street),800 francisco st,208535.0,3535.0,276083.0,800 francisco st,800.0,francisco,st,94109.0,5767000.0,-122.4185731,37.80427567,"{'type': 'Point', 'coordinates': [-122.418573101, 37.804275674]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Russian Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1980
1602,The Matrix Resurrections,2021,150 california,150 california,150 california st,41350.0,1350.0,280436.0,150 california st,150.0,california,st,94111.0,3525000.0,-122.39846351,37.7936734,"{'type': 'Point', 'coordinates': [-122.398463509, 37.793673396]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2020
1603,Pushing Dead,2016,"433 baker street,","433 baker street,",433 baker st,157218.0,2218.0,297003.0,433 baker st,433.0,baker,st,94117.0,2608000.0,-122.4416616,37.77502283,"{'type': 'Point', 'coordinates': [-122.4416616, 37.775022835]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Lone Mountain/USF,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
1604,"Smile Again, Jenny Lee",2015,europa café (4318 california st. and 5th ave.),europa café (4318 california st. and 5th ave.),4355 a california st,157584.0,2584.0,470158.0,4355 a california st,4355.0,california,st,94118.0,3581000.0,-122.46436358,37.78456893,"{'type': 'Point', 'coordinates': [-122.464363582, 37.784568936]}",SUPERVISORIAL DISTRICT 1,1.0,ONE,Inner Richmond,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
